term,slug,canonical,reading,meaning,senses,register,keigo,freq,jlpt,family,candidate_prereqs,fold_into_parent,confidence,review_reason,src_risk,src_volumes,src_glosses
kagiri (wa),kagiri-wa,〜限り(は),かぎりは,as long as / so far as ~ (〜ない限り 'unless'),,casual-spoken|polite-spoken|written-modern,none,common,N2,connective,,,high,see-also 以上(は),,I,<ijo (wa)>
kagiri da,kagiri-da,〜限りだ,かぎりだ,extremely ~ / couldn't be more ~ (嬉しい限りだ),,polite-spoken|written-modern,none,uncommon,N1,modality,,,high,see-also この上ない; emphatic degree,,A,<kono ue nai>
kai,kai,〜かい,かい,casual sentence-final question particle (行くかい?),,casual-spoken,none,uncommon,N4,particle,,,high,,,B,
kai/gai,kai-gai,〜甲斐,がい,"worth doing / the rewarding value of ~ (やりがい, 生きがい)",,casual-spoken|polite-spoken|written-modern,none,common,N2,other,masu-stem,,med,"甲斐 'worth', read がい as suffix (kai/gai homograph)",,A,
kakete wa ni kakete wa,ni-kakete-wa,〜にかけては,にかけては,when it comes to ~ / as for ~ (one's strong point),,casual-spoken|polite-spoken|written-modern,none,uncommon,N2,connective,,,low,OCR repetition garble; reconstructed 〜にかけては,missing_only,,
kamoshirenai,kamoshirenai,〜かもしれない,かもしれない,might / maybe / perhaps ~,,casual-spoken|polite-spoken|written-modern,none,essential,N4,modality,,,high,see-also おそれがある,,A,<osore ga aru>
kan,kan,〜間,かん,"interval / for a period of ~ (三日間, 二人の間)",,casual-spoken|polite-spoken|written-modern,none,common,N4,other,,,med,missing ref; 〜間 duration/interval suffix,missing_only,,<-rai>
kana,kana,〜かな,かな,sentence-final 'I wonder / I hope ~' (casual),,casual-spoken,none,common,N4,particle,,,high,,missing_only,,
kanarazu,kanarazu,必ず,かならず,without fail / certainly / always,,casual-spoken|polite-spoken|written-modern,none,common,N4,adverbial,,,high,see-also ずにはおかない,,A,<zu ni wa okanai>
kanarazushimo,kanarazushimo,必ずしも〜ない,かならずしも,not necessarily / not always ~ (partial negation),,casual-spoken|polite-spoken|written-modern,none,common,N2,adverbial,,,high,,,I,
kanari,kanari,かなり,かなり,quite / considerably / fairly (degree),,casual-spoken|polite-spoken|written-modern,none,common,N3,adverbial,,,med,borderline lexical degree adverb; kept per CALIBRATION §2,,I,<nakanaka>
kaneru,kaneru,〜かねる,かねる,cannot / be unable to ~ (politely decline; find hard to: 分かりかねる),,polite-spoken|written-modern,none,common,N2,modality,masu-stem,,high,,,I,
kangaeru ni,kangaeru-ni,考えるに,かんがえるに,considering ~ / when one thinks about it (formal),,written-modern|literary,none,rare,N1,connective,,,med,see-also 思うに; formal/literary,,A,<omou ni>
kanā,kanaa,かなあ,かなあ,sentence-final drawn-out 'I wonder ~' (casual),,casual-spoken,none,common,N4,particle,kana,kana,high,see-also かしら; lengthened variant of かな,,B,<kashira>
kanōsei ga aru,kanousei-ga-aru,〜可能性がある,かのうせいがある,there is a possibility that ~,,casual-spoken|polite-spoken|written-modern,none,common,N3,modality,,,high,see-also おそれがある,,A,<osore ga aru>
kara da,kara-da,〜からだ,からだ,it is because ~ (sentence-final reason),,casual-spoken|polite-spoken|written-modern,none,common,N3,connective,kara,,high,see-also ことによる,,I,<koto ni yoru>
kara itte,kara-itte,〜から言って,からいって,judging from / from the standpoint of ~,,polite-spoken|written-modern,none,uncommon,N2,connective,kara,,high,see-also からして,,A,<kara shite>
kara koso,kara-koso,〜からこそ,からこそ,precisely because ~ (emphatic reason),,casual-spoken|polite-spoken|written-modern,none,common,N2,connective,kara,,high,see-also ばこそ,,A,<ba koso>
kara made,kara-made,〜から〜まで,からまで,"from ~ to ~ (spanning a whole range, time or space)",,casual-spoken|polite-spoken|written-modern,none,essential,N5,particle,,,high,see-also から〜に至るまで,,I,<- kara - ni itaru made>
kara mite,kara-mite,〜から見て,からみて,judging from / from the perspective of ~,,casual-spoken|polite-spoken|written-modern,none,common,N2,connective,kara,,high,see-also からして,,A,<kara shite>
kara naru,kara-naru,〜からなる,からなる,consist of / be composed of ~,,written-modern,none,uncommon,N2,particle,kara,,high,,,A,
kara ne,kara-ne,〜からね,からね,"because ~, you know (sentence-final reason + ね)",,casual-spoken|polite-spoken,none,common,N4,connective,kara,kara,med,see-also ね; から + final ね,,B,<ne>
kara ni itaru made,kara-ni-itaru-made,〜から〜に至るまで,からにいたるまで,from ~ all the way to ~ (emphatic full range),,polite-spoken|written-modern,none,uncommon,N1,particle,kara-made,,high,,,I,
kara ni wa,kara-ni-wa,〜からには,からには,"now that / since / as long as ~ (given that, naturally...)",,casual-spoken|polite-spoken|written-modern,none,common,N2,connective,kara,,high,see-also 以上(は),,A|I,<ijō (wa)>
kara shite,kara-shite,〜からして,からして,judging from ~; even (starting with) ~ (〜からして違う),"[{""label"":""basis"",""canonical"":""〜からして"",""meaning"":""judging from / on the basis of""},{""label"":""emphasis"",""canonical"":""〜からして"",""meaning"":""even / starting with (representative example)""}]",casual-spoken|polite-spoken|written-modern,none,common,N2,connective,kara,,med,two senses (basis vs 'even'); see-also にしてからが,,A,<ni shite kara ga>
kara to itte,kara-to-itte,〜からといって,からといって,just because ~ (doesn't mean / it doesn't follow that),,casual-spoken|polite-spoken|written-modern,none,common,N2,connective,kara,,high,,,I,
kara- ni kakete,kara-ni-kakete,〜から〜にかけて,からにかけて,from ~ through ~ / over the range of (time or space),,casual-spoken|polite-spoken|written-modern,none,common,N2,particle,,,high,,,I,
kari ni,kari-ni,仮に,かりに,supposing / hypothetically / for argument's sake (仮に〜としても),,casual-spoken|polite-spoken|written-modern,none,uncommon,N2,adverbial,,,high,,,A,
karō,karou,〜かろう,かろう,"probably ~ (presumptive of い-adjectives: よかろう, なかろう)",,literary|written-modern,none,rare,N1,modality,,,med,literary presumptive 〜かろう (い-adj + う),,I,
karōjite,karoujite,辛うじて,かろうじて,barely / narrowly / only just,,polite-spoken|written-modern,none,uncommon,N1,adverbial,,,high,see-also やっと,,I,<yatto>
kashira,kashira,かしら,かしら,sentence-final 'I wonder ~' (feminine/soft),,casual-spoken,none,common,N4,particle,,,high,see-also やら,,A|B,<yara>
kata,kata,〜方,かた,"way / manner of doing ~ (作り方 'how to make', 食べ方 'way of eating')",,casual-spoken|polite-spoken|written-modern,none,essential,N4,nominalizer,masu-stem,,high,,,B|I,<-yo '>
kata o suru,kata-o-suru,〜方をする,かたをする,do/behave in a ~ way (変な言い方をする),,casual-spoken|polite-spoken|written-modern,none,uncommon,N2,nominalizer,kata,kata,med,compositional 〜方 + をする; fold into kata,,I,
katawara,katawara,〜傍ら,かたわら,"while / at the same time as ~ (doing X, also does Y)",,written-modern|literary,none,rare,N1,connective,,,high,see-also 一方(で),,A,<ippō (de)>
katsu,katsu,かつ,かつ,and / moreover / as well as (formal conjunction),,written-modern,none,uncommon,N1,connective,,,high,,,A,
kawari ni,kawari-ni,〜代わりに,かわりに,instead of ~ / in exchange for ~,"[{""label"":""substitution"",""canonical"":""〜代わりに"",""meaning"":""instead of / in place of ~""},{""label"":""compensation"",""canonical"":""〜代わりに"",""meaning"":""in exchange / to make up for ~""}]",casual-spoken|polite-spoken|written-modern,none,common,N3,connective,,,high,see-also にひきかえ / に代わって,missing_only,A|B,<ni hikikae> ;; <ni kawatte>
kedo,kedo,けど,けど,but / though / however (casual),,casual-spoken,none,essential,N5,connective,,,high,see-also けれども; casual end of the けど〜けれども ladder,,I,<keredomo>
keikō ga aru,keikou-ga-aru,〜傾向がある,けいこうがある,there is a tendency to ~ / be inclined to ~,,polite-spoken|written-modern,none,common,N2,modality,,,high,see-also きらいがある,,A,<kirai ga aru>
kekka,kekka,〜結果,けっか,as a result of ~ (〜た結果),,polite-spoken|written-modern,none,common,N2,connective,,,high,see-also あげく(に),,A,<ageku (ni)>
kekkyoku,kekkyoku,結局,けっきょく,in the end / after all / ultimately,,casual-spoken|polite-spoken|written-modern,none,common,N3,adverbial,,,high,see-also つまり / やはり,,B|I,<tsumari> ;; <yahari>
kekkō,kekkou,結構,けっこう,quite / fairly (degree); also 'fine / no thank you',,casual-spoken|polite-spoken|written-modern,none,common,N3,adverbial,,,med,borderline lexical; degree adverb sense kept per §2,,A|I,<nakanaka>
keredo,keredo,けれど,けれど,but / however / although (neutral),,casual-spoken|polite-spoken|written-modern,none,common,N4,connective,,,high,see-also けれども; mid of けど<けれど<けれども ladder,,B,<keredomo>
keredo (mo),keredo-mo,けれど(も),けれども,but / however / although (duplicate of けれど/けれども),,casual-spoken|polite-spoken|written-modern,none,common,N5,connective,keredo,keredo,low,duplicate row of けれど/けれども — merge in reconciliation,missing_only,A|I,<(no) kawari ni> ;; <daga> ;; <nagara (mo)> ;; <ni mo kakawarazu> ;; <sō ka to itte> ;; <tokoro ga>
keredomo,keredomo,けれども,けれども,but / however / although (more formal than けれど),,polite-spoken|written-modern,none,common,N5,connective,keredo,keredo,med,formal end of けど<けれど<けれども ladder; fold into keredo,,A|B,<mono no> ;; <to itte>
kesshite,kesshite,決して〜ない,けっして,never / by no means / on no account (with negative),,casual-spoken|polite-spoken|written-modern,none,common,N3,adverbial,,,high,see-also あまり,,B,<amari>
kikensei ga aru,kikensei-ga-aru,〜危険性がある,きけんせいがある,there is a danger / risk that ~,,polite-spoken|written-modern,none,common,N2,modality,,,high,see-also おそれがある,,A,<osore ga aru>
kikeru,kikeru,聞ける,きける,can hear / can ask (potential of 聞く); contrast spontaneous 聞こえる,,casual-spoken|polite-spoken|written-modern,none,uncommon,N4,modality,,,low,borderline lexical (potential of 聞く); kept to contrast 聞ける vs 聞こえる,,B,<kikoeru>
kikoeru,kikoeru,聞こえる,きこえる,be audible / can be heard (spontaneous); contrast potential 聞ける,,casual-spoken|polite-spoken|written-modern,none,common,N4,modality,,,med,spontaneous-potential 聞こえる (vs deliberate 聞ける); borderline lexical,,B,
kimatte iruni kimatte iru,ni-kimatte-iru,〜に決まっている,にきまっている,must be / surely / it's bound to be ~ (speaker's certainty),,casual-spoken|polite-spoken|written-modern,none,common,N2,modality,,,low,OCR repetition garble; reconstructed 〜に決まっている,missing_only,,
kinshi,kinshi,〜禁止,きんし,prohibition of ~ / no ~ing (立入禁止),,polite-spoken|written-modern,none,uncommon,N2,other,,,low,see-also べからず; 禁止 is lexical but groups with prohibition grammar,,A,<bekarazu/bekarazaru>
kirai ga aru,kirai-ga-aru,〜きらいがある,きらいがある,tend to ~ / have a (bad) tendency to ~,,polite-spoken|written-modern,none,uncommon,N1,modality,,,high,see-also target for がち/傾向がある,,A,
kiraida,kiraida,嫌いだ,きらいだ,dislike / hate (na-adjective),,casual-spoken|polite-spoken|written-modern,none,rare,none,other,,,low,"lexical adjective 嫌いだ 'dislike', not grammar; candidate to drop per CALIBRATION §2",,B,
kitto,kitto,きっと,きっと,adverb of speaker certainty: surely; certainly; without doubt,,casual-spoken|polite-spoken|written-modern,none,common,N4,adverbial,,,high,,,A,<sazo (kashi)>
kiwamari nai,kiwamari-nai,極まりない,きわまりない,suffix on an adjective: extremely ~; nothing could be more ~,,written-modern|literary,none,rare,N1,adverbial,,,high,,,A,<kono ue nai>
kiwamete,kiwamete,極めて,きわめて,formal adverb: extremely; exceedingly,,polite-spoken|written-modern,none,uncommon,N1,adverbial,,,high,,,A,<kono ue nai>
kke,kke,っけ,っけ,sentence-final particle recalling or reconfirming something half-remembered: was it ~? / now what was ~,,casual-spoken,none,common,N3,particle,,,high,,,A,
konna,konna,こんな,こんな,adnominal demonstrative: this kind of; such (near speaker),,casual-spoken|polite-spoken|written-modern,none,essential,N4,other,,,high,,,A,<kō shita>
kono,kono,この,この,adnominal demonstrative: this ~ (modifies a following noun),,casual-spoken|polite-spoken|written-modern,none,essential,N5,other,,,high,,,I,
kono ue nai,kono-ue-nai,この上ない,このうえない,the utmost; nothing could surpass this; supreme,,written-modern|literary,none,rare,N1,modality,,,high,,,A,
kono yōna,kono-youna,このような,このような,such; this kind of (formal equivalent of こんな),,polite-spoken|written-modern,none,common,N4,other,kono,,high,,,I,<kō shita>
koso,koso,こそ,こそ,emphatic particle singling out the preceding element: precisely; exactly; it is ~ that,,casual-spoken|polite-spoken|written-modern,none,common,N3,particle,,,high,,,I,
koto,koto,こと,こと,nominalizer turning a clause into a noun; also clause-final ことだ giving a rule/instruction (should ~),"[{""label"":""nominalizer"",""canonical"":""〜こと"",""meaning"":""makes a preceding clause into a noun phrase""},{""label"":""directive"",""canonical"":""〜こと"",""meaning"":""clause-final rule or instruction: one should ~""}]",casual-spoken|polite-spoken|written-modern,none,essential,N4,nominalizer,,,high,,,B|I,""" thing "" ;; <Imperative> ;; <to iu koto wa> ;; [ nominalizer ]"
koto de,koto-de,ことで,ことで,by ~ing; through the fact of ~ (means leading to a result),,polite-spoken|written-modern,none,common,N3,connective,koto,,med,missing source ref (missing_only); reconstructed 〜ことで means/cause,missing_only,,
koto ga dekiru,koto-ga-dekiru,ことができる,ことができる,potential construction: can ~; be able to ~,,casual-spoken|polite-spoken|written-modern,none,essential,N4,modality,koto,,high,,,A|B|I,<uru/eru> ;; <wake ni wa ikanai>
koto ka,koto-ka,ことか,ことか,exclamatory: how ~! / how very ~ (often with なんと/どんなに),,polite-spoken|written-modern,none,uncommon,N2,modality,koto,,high,,,A,
koto kara,koto-kara,ことから,ことから,from the fact that ~; because of ~ (basis for a judgment),,polite-spoken|written-modern,none,common,N3,connective,koto,,high,,,A,<tokoro kara>
koto ni,koto-ni,ことに,ことに,"to one's ~ (emotion): much to my surprise/joy, ~ (嬉しいことに)",,polite-spoken|written-modern,none,uncommon,N2,adverbial,koto,,high,,,A,<kana>
